"uid","forename","surname","name_religion","date_birth","date_death","age_death","national_identity","conv","note","namequal","pbirth","pdeath"
 "PC094","Anne","Sanders","Jane Frances",NULL,"1717 3 Jun",NULL,NULL,"N",NULL,NULL,NULL,"1436"
 "PC096","Mary","Shaw","Mary Agatha",NULL,"1731 7 Apr","50",NULL,"N",NULL,NULL,NULL,NULL
 "PC097","Ursula","Shaw",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC098","Ann","Silbertop",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC099","Mrs","Silvester","",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC100","Elizabeth","Simpson","Joseph Benedict",NULL,NULL,NULL,NULL,"N",NULL,NULL,"1204","1547"
 "PC101","Bridgit","Singleton",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC102","Elizabeth","Singleton",NULL,NULL,"1764 16 Nov",NULL,NULL,"N",NULL,NULL,"1423",NULL
 "PC103","Anne","Smith","Joseph",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC104","Beatrix","Smith","Fides Beatrix",NULL,"1694 28 Aug","66",NULL,"N",NULL,NULL,NULL,"1436"
 "PC105","Dorothy","Southwell","Joseph",NULL,"1734 21 Jun","76",NULL,"N",NULL,NULL,NULL,"1436"
 "PC106","Mary","Southworth",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,"1423",NULL
 "PC107","Anastasia","Stafford","Mary Ursula","1722","1807 27 Apr","84",NULL,"N",NULL,NULL,"281","1436"
 "PC108","Anne","Stafford","Mary Winefrid","1725 ","1792 6 May","66",NULL,"N",NULL,NULL,"281","1436"
 "PC109","Louisa","Stafford","Mary","1698 5 Dec","1764 30 Sep","66",NULL,"N",NULL,NULL,"1013","1436"
 "PC110","Beatrix","Stafford","Xaveria","1696 2 Feb","1770 26 Dec","74",NULL,"N",NULL,NULL,"1013",NULL
 "PC111","Winifred","Stapleton","Martina of Holy Providence",NULL,"1729 7 Mar","80","Irish","N",NULL,NULL,NULL,"1436"
 "PC112","Elizabeth","Stock","Winefrid Joseph",NULL,"1799 30 Jan","77",NULL,"N",NULL,NULL,"123","1436"
 "PC113","Lucy","Talbot","Mary",NULL,"1787 3 May","54",NULL,"N",NULL,NULL,"654","1436"
 "PC114","Isabella","Thornton","Mary Joseph",NULL,"1711 26 Dec","23",NULL,"N",NULL,NULL,NULL,NULL
 "PC116","Mary","Threlfall","Catherine",NULL,"1777 13 Sep","61",NULL,"N",NULL,NULL,"1010","1436"
 "PC117","Frances","Timperley","Francis Anthony",NULL,"1661  19 Nov","25",NULL,"N",NULL,NULL,"1121","1436"
 "PC118","Mrs","Tunstall","Angela",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC120","Anne","Veauquet","Gertrude of the Conception",NULL,"1707 3 Jan","58","French","N",NULL,NULL,"235","326"
 "PC121","Ann","Vinn","Mary Martha",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC122","Mary","Vipond",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC123",NULL,"Warner",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "PC124","Elizabeth Anne","Whetenhall","Benedicta Theresa","1693 7 Apr","1723 14 Dec","31",NULL,"N",NULL,NULL,"386","1436"
 "PC125","Margaret","Whiteside","Frances Agatha","1767","1806 7 Dec","39",NULL,"N",NULL,NULL,"491","1415"
 "PC126","Ann","Wild ",NULL,NULL,NULL,NULL,NULL,"Y",NULL,NULL,NULL,NULL
 "PC127","Elizabeth","Wildsmith","Mary Magdalen","1718","1798 2 Nov","80",NULL,"N",NULL,NULL,"129","1436"
 "PC128","Joanna","Willis","Mary Joseph","1717","1773 7 Mar","56",NULL,"N",NULL,NULL,"754","1436"
 "PC129","Ann","Woolrich","Mary Thomasina",NULL,"1795 12 Jan","55",NULL,"Y",NULL,NULL,"1538","299"
 "PC130","J","Yaxley ","",NULL,NULL,NULL,"English","N",NULL,NULL,NULL,NULL
 "AP001","Anne","Abraham","Catherine Anselm",NULL,"1763 19 Feb","32",NULL,"N",NULL,NULL,NULL,"701"
 "AP002","Frances","Alcock","Frances of St John",NULL,"1672 21 Mar","53",NULL,"N",NULL,NULL,NULL,"701"
 "AP004","Martha","Allen","Martha Leo Magdalen",NULL,"1712 13 Jun","53",NULL,"N",NULL,NULL,NULL,"701"
 "AP005","Elinor","Anderton","Mary Collett",NULL,"1658 31 Mar","48",NULL,"N",NULL,NULL,NULL,"701"
 "AP006","Elizabeth","Angier","Austin Bonaventure",NULL,"1774 1 Dec","34",NULL,"N",NULL,NULL,NULL,"701"
 "AP007","Ann","Arden","Mary Magdalen",NULL,"1714 3 Feb","66",NULL,"N",NULL,NULL,NULL,"701"
 "AP008","Cecily","Atkinson","Teresa Cecily",NULL,"1691 29 Sep","40",NULL,"N",NULL,NULL,NULL,"701"
 "AP009","Ann","Barlow","Ann Mary",NULL,"1689 8 July","69",NULL,"N",NULL,NULL,NULL,"701"
 "AP010","Brigit","Barry","Joseph Clare",NULL,"1757 18 Oct","41",NULL,"N",NULL,NULL,NULL,"701"
 "AP012","Frances","Berrington","Magdalen Clare",NULL,"1692 12 June","48",NULL,"N",NULL,NULL,NULL,"701"
 "AP013","Frances","Berry","Winifred Agnes Magdalen",NULL,"1733 28 Feb","64",NULL,"N",NULL,NULL,NULL,"701"
 "AP014","Brigit","Blundell","Brigit Clare",NULL,"1763 2 Feb","74",NULL,"N",NULL,NULL,NULL,"701"
 "AP015","Catherine","Bolton","Catherine Clare Rose",NULL,"1769 26 May","53",NULL,"N",NULL,NULL,NULL,"701"
 "AP016","Anne","Bray","Modest Frances",NULL,"1701 16 Jan","57",NULL,"N",NULL,NULL,NULL,"701"
 "AP017","Margaret","Brooks","Mary Ann",NULL,"1783 12 Feb","43",NULL,"N",NULL,NULL,NULL,"701"
 "AP018","Mary","Browne","Monica Augustin",NULL,"1728 20 Nov","62",NULL,"N",NULL,NULL,NULL,"701"
 "AP019","Frances","Buck","Mary Frances",NULL,"1661 18 Jul","29",NULL,"N",NULL,NULL,NULL,"701"
 "AP021","Albertine","Buscot","Ursula Magdalen",NULL,"1702 7 Jan","76",NULL,"N",NULL,NULL,"701","701"
 "AP022","Ann","Calvert","Ann Frances",NULL,"1684 27 Jan","29",NULL,"N",NULL,NULL,NULL,"701"
 "AP023","Susanna","Campion","Anne Michael",NULL,"1645 9 Apr","81",NULL,"N","Entered St Omer's as a lay member in 1606.",NULL,NULL,"701"
 "AP024","Catharine","Carrol","Frances Joseph",NULL,"1831 8 Dec","73",NULL,"N",NULL,NULL,NULL,"156"
 "AP025","Mary","Charnley","Mary Frances",NULL,"1783 19 Nov","33",NULL,"N",NULL,NULL,NULL,"701"
 "AP026","Ann","Charnock","Mary Bonaventure",NULL,"1844 7 Jan","84",NULL,"N",NULL,NULL,NULL,"1060"
 "AP027","Anne","Coghlan","Mary Ann",NULL,"1829 18 Mar","63",NULL,"N",NULL,NULL,NULL,"156"
 "AP028","Elizabeth Grace","Coghlan","Mary Joseph",NULL,"1838 26 Jul","76",NULL,"N",NULL,NULL,NULL,"1060"
 "AP029","Elizabeth","Colman","Agnes Clare",NULL,"1738","63",NULL,"N",NULL,NULL,NULL,"701"
 "AP030","Elizabeth","Cornforth","Cecily Joseph",NULL,"1773 25 Jun","42",NULL,"N",NULL,NULL,NULL,"701"
 "AP031","Clare","Conyers","Rosalia Clare","1749","1833 30 Mar","83",NULL,"N",NULL,NULL,NULL,"156"
 "AP032","Elizabeth","Coulson","Mary Alfonsa",NULL,"1815 13 May","74",NULL,"N",NULL,NULL,NULL,"156"
 "AP033","Ann","Cox","Mary Felix Joseph",NULL,"1772 28 Aug","37",NULL,"N",NULL,NULL,NULL,"701"
 "AP036","Jane","Dalyson","Mary Frances",NULL,"1709 25 Jan","73",NULL,"N",NULL,NULL,NULL,"701"
 "AP037","Mary Clementine","Darcy","Mary Bernard","1760","1847 Ascension Day","87",NULL,"N",NULL,NULL,NULL,"1060"
 "AP038","Ann","Dawkes","Mary Felicitas",NULL,"1823 5 Mar","76",NULL,"N",NULL,NULL,NULL,"156"
 "AP039","Dorothy","Dickinson","Mary Dorothy",NULL,"1765 7 Jan","71",NULL,"N",NULL,NULL,NULL,"701"
 "AP040","Elizabeth","Dickinson","Frances Mary ",NULL,"1742 13 Jan","71",NULL,"N",NULL,NULL,NULL,"701"
 "AP041","Mary","Dickinson","Mary Frances",NULL,"1780 6 Jan","82",NULL,"N",NULL,NULL,NULL,"701"
 "AP042","Anne","Dodd","Ann Mary Magdalen",NULL,"1734 15 Oct","62",NULL,"N",NULL,NULL,NULL,"701"
 "AP043","Margaret","Dodd","Frances Eufrosina",NULL,"1726 3 May","85",NULL,"N",NULL,NULL,NULL,"701"
 "AP044","Elizabeth","Evans","Mary Gertrude",NULL,"1830 21 Apr","74",NULL,"N",NULL,NULL,NULL,"156"
 "AP048","Mary Catherine","Fairfax","Ursula Lewis",NULL,"1733 11 Feb","52",NULL,"N",NULL,NULL,NULL,"701"
 "AP049","Anne","Fletcher","Clementine Boniface Joseph",NULL,"1783 9 Dec","69",NULL,"Y",NULL,NULL,NULL,"701"
 "AP050","Winifrid","Fortescue","Martha Anthony",NULL,"1774 12 Mar","88",NULL,"N",NULL,NULL,NULL,"701"
 "AP051","Jane","Gamond","Pacifica Joseph",NULL,"1817 1 May","76",NULL,"N",NULL,NULL,NULL,"156"
 "AP052","Winifred","Gawen","Winifred Clare",NULL,"1729 2 Oct","55",NULL,"N",NULL,NULL,NULL,"701"
 "AP053","Mary","Gifford","Mary Augustine",NULL,"1670 6 Sep","47",NULL,"N",NULL,NULL,NULL,"701"
 "AP055","Frances","Golding","Frances Clare",NULL,"1658 17 Oct","38",NULL,"N",NULL,NULL,NULL,"701"
 "AP056","Mary","Golding","Mary Bernardine",NULL,"1655 20 Jul","34",NULL,"N",NULL,NULL,NULL,"701"
 "AP057","Elizabeth","Griffen","Elizabeth Clare",NULL,"1681 7 Nov","72",NULL,"N",NULL,NULL,NULL,"701"
 "AP058","Mary","Griffith","Mary Lewis",NULL,"1769 22 Sep","48",NULL,"N",NULL,NULL,NULL,"701"
 "AP059","Mary","Hall","Mary Joseph",NULL,"1685 29 Jul","55",NULL,"N",NULL,NULL,NULL,"701"
 "AP060","Elizabeth","Hannam","Elizabeth Joseph Henrietta",NULL,"1775 12 Aug","54",NULL,"N",NULL,NULL,NULL,"701"
 "AP061","Mary","Hannam","Mary Ann Joseph",NULL,"1761 10 Mar","46",NULL,"N",NULL,NULL,NULL,"701"
 "AP062","Ann","Harcourt","Bibiana Teresa",NULL,"1834","85",NULL,"N",NULL,NULL,NULL,"156"
 "AP063","Elizabeth","Harcourt","Ann Joachim",NULL,"1810 13 Aug","69",NULL,"N",NULL,NULL,NULL,"836"
 "AP064","Agatha","Harrington","Agatha Magdalen",NULL,"1667 23 Oct","33",NULL,"N",NULL,NULL,NULL,"701"
 "AP065","Elizabeth","Hawarden","Catherine Anthony",NULL,"1710 22 May","36",NULL,"N",NULL,NULL,NULL,"701"
 "AP066","Mary","Hay","Mary Michael",NULL,"1827 20 Nov","74",NULL,"N",NULL,NULL,NULL,"156"
 "AP067","Ann","Hayle","Mary Joseph",NULL,"1751 22 Jul","72",NULL,"N",NULL,NULL,NULL,"701"
 "AP068","Alice","Hayles","Magdalen Clare",NULL,"1748 7 Sep","77",NULL,"N",NULL,NULL,NULL,"701"
 "AP069","Margaret","Haylock","Mary Francis Clare",NULL,"1793 5 Apr","41",NULL,"N",NULL,NULL,NULL,"701"
 "AP070","Grace","Helmes","Mary Teresa",NULL,"1758 23 Sep","60",NULL,"N",NULL,NULL,NULL,"701"
 "AP071","Mary","Heron","Mary Catherine",NULL,"1756 7 Apr","73",NULL,"N",NULL,NULL,NULL,"701"
 "AP072","Mary","Hodgson","Mary Catherine",NULL,"1813 19 Nov","72",NULL,"N",NULL,NULL,NULL,"156"
 "AP073","Elizabeth","Horne","Mary Alexias",NULL,"1736 24 Feb","62",NULL,"N",NULL,NULL,NULL,"701"
 "AP074","Ann","Humphreys","Ann Joseph",NULL,"1827 24 Apr","69",NULL,"N",NULL,NULL,NULL,"156"
 "AP075","Amy","Hyde","Angela Frances",NULL,"1709 14 Jan","65",NULL,"N",NULL,NULL,NULL,"701"
 "AP076","Mary","Ingelby","Mary Joseph Austin",NULL,"1742 8 Oct","35",NULL,"N",NULL,NULL,NULL,"701"
 "AP077","Ann","Jauncey","Anne Didacus",NULL,"1743 21 Jan","65",NULL,"N",NULL,NULL,NULL,"701"
 "AP078","Frances","Jenison","Francis Clare",NULL,"1670 21 Nov",NULL,NULL,"N",NULL,NULL,NULL,"701"
 "AP079","Magdalen","Kemp","Magdalen Francis",NULL,"1669 27 May","60",NULL,"N",NULL,NULL,NULL,"701"
 "AP083","Catherine","Knolbrough","Catherine Colet",NULL,"1637 13 Jul","38",NULL,"N",NULL,NULL,NULL,"701"
 "AP084","Jane","Langstaff","Mary Barbara",NULL,"1769 1 Jul","34",NULL,"N",NULL,NULL,NULL,"701"
 "AP085","Alpina","MacDonnell","Mary Austin",NULL,"1808 19 Jul","72",NULL,"N",NULL,NULL,NULL,"836"
 "AP086","Mary","Maire","Mary Placida",NULL,"1758 29 Apr","29",NULL,"N",NULL,NULL,NULL,"701"
 "AP087","Jane","Marke","Barbara of St Paul",NULL,"1688 21 May","44",NULL,"N",NULL,NULL,NULL,"701"
 "AP088","Jane","Metcalfe","Augustin Frances",NULL,"1743 26 Jan","70",NULL,"N",NULL,NULL,NULL,"701"
 "AP089","Elizabeth","Middlemore","Agatha Magdalen",NULL,"1723  11 Oct","63",NULL,"N",NULL,NULL,NULL,"701"
 "AP090","Susanna Jane","Mill","Mary Aloisia",NULL,"1823 8 Mar","73",NULL,"N",NULL,NULL,NULL,"156"
 "AP091","Ellinor/Helen","More","Clare Magdalen",NULL,"1734 13 Mar","76",NULL,"N",NULL,NULL,NULL,"701"
 "AP092","Elizabeth","Mylott","Mary Michael",NULL,"1770 17 Aug","66",NULL,"N",NULL,NULL,NULL,"701"
 "AP093","Cicily","Nandick","Cicily Victoria",NULL,"1703 5 Aug","56",NULL,"N",NULL,NULL,NULL,"701"
 "AP094","Anne","Neale","Mary Joseph",NULL,"1784 1 Jul","48","American","N",NULL,NULL,NULL,"701"
 "AP095","Catherine","Newsham","Catherine Joseph",NULL,"1752 7 Mar","24",NULL,"N",NULL,NULL,NULL,"701"
 "AP096","Winifred","Orrat","Winifred Teresa",NULL,"1702 8 Dec","60",NULL,"N",NULL,NULL,NULL,"701"
 "AP097","Margaret","Osbaldeston","Margaret Clare",NULL,"1726 25 Sep","73",NULL,"N",NULL,NULL,NULL,"701"
 "AP098","Brigit","Pain","Brigit Frances",NULL,"1776 25 Oct","81",NULL,"N",NULL,NULL,NULL,"701"
 "AP100","Faith","Parsonal","Mary Michael",NULL,"1637 7 Mar","54",NULL,"N",NULL,NULL,NULL,"701"
 "AP102","Mary","Percy","Mary Teresa",NULL,"1702 15 Dec","44",NULL,"N",NULL,NULL,NULL,"701"
 "AP103","Elizabeth","Perham","Elizabeth Isbergue",NULL,"1666 27 Jul","52",NULL,"N",NULL,NULL,NULL,"701"
 "GP303","Trevor","Hanmer","Teresa Clare of Jesus","1636","1670 26 Jan","34","English","Y",NULL,NULL,"1233","101"
 "AP107","Margaret","Plunket","Mary Helen",NULL,"1826 8 Dec","73",NULL,"N",NULL,NULL,NULL,NULL
 "AP108","Mary","Porter","Mary Romana",NULL,"1762 17 Nov","27",NULL,"N",NULL,NULL,NULL,"701"
 "AP109","Jane","Pye","Teresa Mathew",NULL,"1756 21 Apr","66",NULL,"N",NULL,NULL,NULL,"701"
 "AP114","Audry","Randolph","Ann Magdalen",NULL,"1698 29 Feb","67",NULL,"N",NULL,NULL,NULL,"701"
 "AP115","Brigit","Ravenhill","Frances Clare",NULL,"1708 4 Dec","68",NULL,"N",NULL,NULL,NULL,"701"
 "AP116","Frances","Ravenscroft","Frances Clare",NULL,"1734 11 Dec","62",NULL,"N",NULL,NULL,NULL,"701"
 "AP117","Ellinor","Richstone","Catherine Clare",NULL,"1681 20 Aug","36",NULL,"N",NULL,NULL,NULL,"701"
 "AP118","Isabel","Ridley","Lucy Clare Jerome",NULL,"1727 27 Sep","39",NULL,"N",NULL,NULL,NULL,"701"
 "AP119","Elizabeth","Rogerson","Mary Joseph of All Saints",NULL,"1754 25 Sep","24",NULL,"N",NULL,NULL,NULL,"701"
 "AP120","Emma","Sadler","Mary Magdalen",NULL,"1680 18 Mar","39",NULL,"N",NULL,NULL,NULL,"701"
 "AP121","Elinor","Scrogges","Gertrude Luysia",NULL,"1670 14 Apr","49",NULL,"N",NULL,NULL,NULL,"701"
 "AP122","Ann","Shepherd","Anne Joachim",NULL,"1680 16 Jan","50",NULL,"N",NULL,NULL,NULL,"701"
 "AP123","Elizabeth  Isabel","Southworth","Clare Francis",NULL,"1706 25 Jan","51",NULL,"N",NULL,NULL,NULL,"701"
 "AP124","Isable","Spoore","Antony Joseph",NULL,"1784 8 May","82",NULL,"N",NULL,NULL,NULL,"701"
 "AP125","Mary","Squire","Mary Agness",NULL,"1842","90",NULL,"N",NULL,NULL,NULL,NULL
 "AP126","Ann Justina","Stepney","Mary Clare",NULL,"1734 22 Apr","72",NULL,"N",NULL,NULL,NULL,"701"
 "AP127","Mary","Stokes","Mary Winifrid",NULL,"1781 13 Apr","34",NULL,"N",NULL,NULL,NULL,"701"
 "AP128","Elizabeth","Sykes","Elizabeth Teresa",NULL,"1747 8 Oct","57",NULL,"N",NULL,NULL,NULL,"701"
 "AP129","Margaret","Talbot","Margaret Frances Bonaventure",NULL,"1743 15 Jan","62",NULL,"N",NULL,NULL,NULL,"701"
 "AP130","Alice","Taylor","Clare Frances",NULL,"1771 26 Apr",NULL,NULL,"N",NULL,NULL,NULL,"701"
 "AP131","Elizabeth Teresa","Taylor","Joanna Joseph",NULL,"1821 15 Jan","75",NULL,"N",NULL,NULL,NULL,"156"
 "AP132","Mary","Taylour","Mary Agness",NULL,"1776 19 Oct","37",NULL,"N",NULL,NULL,NULL,"701"
 "AP133","Elizabeth","Thorpe","Mary Clare Joseph",NULL,"1783 15 Mar","72",NULL,"N",NULL,NULL,NULL,"701"
 "AP134","Jane","Tomlinson","Joseph Cicily",NULL,"1830 9 Feb","89",NULL,"N",NULL,NULL,NULL,"156"
 "AP135","Ann","Tootell","Charlot Joseph",NULL,"1743 8 Feb","31",NULL,"N",NULL,NULL,NULL,"701"
 "AP136","Hellen","Wainwright","Helen of the Holy Cross",NULL,"1720 15 Dec","67",NULL,"N",NULL,NULL,NULL,"701"
 "AP137","Ann","Walmsley","Mary Ann",NULL,"1706 12 Oct","54",NULL,"N",NULL,NULL,"1423","701"
 "AP138","Sarah","Warner","Agnes Andrew",NULL,"1759 4 Jul","44",NULL,"N",NULL,NULL,NULL,"701"
 "AP139","Mary","Weld","Mary Joseph Euphrasia",NULL,"1823 12 Mar","69",NULL,"N",NULL,NULL,NULL,"156"
 "AP140","Ann","Welford","Ann Frances",NULL,"1766 30 May","43",NULL,"N",NULL,NULL,NULL,"701"
 "AP141","Mary","Widdrington","Mary Paul",NULL,"1718 13 Jun","60",NULL,"N",NULL,NULL,NULL,"701"
 "AP142","Martha","Wilford","Martha Clare",NULL,"1678 14 Aug","61",NULL,"N",NULL,NULL,NULL,"701"
 "AP143","Mary","Wilson","Mary Magdalen",NULL,"1790 11 Mar","80",NULL,"N",NULL,NULL,NULL,NULL
 "AP144","Hannah","Wilson","Frances Joseph",NULL,"1755 16 Dec","64",NULL,"N",NULL,NULL,NULL,"1060"
 "AP145","Catherine","Woodward","Mary Bernard",NULL,"1745 5 Aug","82",NULL,"N",NULL,NULL,NULL,"701"
 "AP146","Winifred","Woolmer","Winifred Anne",NULL,"1653 30 Aug","39",NULL,"N",NULL,NULL,NULL,"701"
 "AP147","Mary","Wymill","Mary Antony of St Joseph",NULL,"1786 5 Apr","66",NULL,"N",NULL,NULL,NULL,"701"
 "AP148","Anne","Yateman","Anne Clare",NULL,"1703 25 Oct","61",NULL,"N",NULL,NULL,NULL,"701"
 "AP149","Martha","Young","Martha Magdalen",NULL,"1688 16 Jan","44",NULL,"N",NULL,NULL,NULL,"701"
 "DP001","Winifred","Adis","Winifred Magdalen",NULL,"1700 20 Jan","24",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP002","Mary","Adis","Mary of the Incarnation",NULL,"1719 19 Mar","41",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP003","Ann","Anderson","Ann Clare",NULL,"1805 2 Apr","81",NULL,"N",NULL,NULL,NULL,"268"
 "DP005","Mary","Arkwrite","Mary Delphina",NULL,"1754 16 Mar","53",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP006","Joanna","Bamber","Mary Martina",NULL,"1730 31 Aug","22",NULL,"N",NULL,NULL,NULL,"1616"
 "DP007","Ann","Bamber","Ann Clare",NULL,"1736 20 Jun","24",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP008","Francis","Bannister","Francis Joseph",NULL,"1712 9 Oct","44",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP009","Mary","Barneby","Mary Augustin",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,"268"
 "DP010","Mary","Baxter","Mary Baptist",NULL,"1788 23 Dec","88",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP011","Jane","Beans","Jane Teresa",NULL,"1711 11 Feb","47",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP013","Elizabeth","Bernard","Elizabeth Teresa",NULL,"1732 9 Nov","63",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP014","Ursula","Bernard","Ursula Bernard",NULL,"1696 7 Oct","44",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP015","Dorothy","Betts","Mary Clare",NULL,"1749 7 Oct","49",NULL,"N",NULL,NULL,NULL,"1616"
 "DP017","Mary","Blundell","Mary Martina",NULL,"1725 16 Nov","24",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP018","Dorothy ","Bolney","Dorothy Evangelist",NULL,"1719 28 Sep","45",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP019","Margaret","Bolney","Margaret of the Holy Sacrament",NULL,"1710 9 Jul","38",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP020","Ann","Bradkirk","Ann Clare",NULL,"1697 13 Jan","53",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP021","Ursula","Brigham","Ursula Clare",NULL,"1740 30 Jun","66",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP022","Mary","Brigham","Mary Augustin",NULL,"1745 4 Feb","31",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP023","Maria","Brigham","Mary Rosalia",NULL,"1778 5 Jan","55",NULL,"N",NULL,NULL,NULL,"1616"
 "DP026","Mary Anthony","Callon","Mary Antony of the Holy Cross","1761","1847 23 May","85",NULL,"N",NULL,NULL,NULL,NULL
 "DP027","Catherine","Cannel","Catherine Joseph",NULL,"1694 2 Nov","48",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP028","Mary","Cannel","Mary Clare",NULL,"1703 6 Jun","46",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP029","Anne","Carpenter","Ann Bibiana",NULL,"1795 12 Jan",NULL,NULL,"N",NULL,NULL,NULL,"101"
 "DP030","Clare","Carpue","Clare Francis",NULL,"1772 23 Aug","34",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP031","Ann","Case","Ann Augustin",NULL,"1742 27 Dec","45",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP032","Catherine ","Cateway","Catherine Clare",NULL,"1675 21 Nov","18",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP035","Dorothy","Clifton","Dorothy Joseph",NULL,"1670 15 Feb","15",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP036","Catherine","Clifton","Catherine Magdalen",NULL,"1722 3 Oct","66",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP038","Helen","Cooper","Helen Clare",NULL,"1762 15 Dec","64",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP039","Francis","Coppage","Francis of the Holy Cross",NULL,"1676 13 Nov","31",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP040","Joanna","Crane","Joanna Clare",NULL,"1701 29 Sep","46",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP041","Mary","Diconson","Mary Ann",NULL,"1705 10 Dec","65",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP044","Anna","Dixon","Mary Joseph",NULL,"1786 14 Jan","72",NULL,"N",NULL,NULL,NULL,"1616"
 "DP045","Mary","Dodd","Mary Francis",NULL,"1760 7 Jan","82",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP046","Mary","Dowdall","Mary of the Holy Cross",NULL,"1682 28 Oct","31",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP048","Dorothy","Eston","Dorothy Francis",NULL,"1682 2 Mar","26",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP049","Catherine","Fenwick","Catherine Teresa",NULL,"1710 15 Sep","41",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP050","Mary","Fenwick","Mary Assumption",NULL,"1723 18 Mar","49",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP051","Catharine","Fletcher","Clare Frances",NULL,"1808 3 Feb","60",NULL,"N",NULL,NULL,NULL,"1060"
 "DP052","Mary","Ford","Mary Bernardine",NULL,"1765 20 Dec","84",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP053","Elizabeth","Forrest","Elizabeth Clare",NULL,"1753 27 Feb","83",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP054","Elizabeth","Foster","Agnes Joseph",NULL,"1802 14 Feb",NULL,NULL,"N",NULL,NULL,NULL,"65"
 "DP055","Grace","Foster","Grace Maria",NULL,"1802 2 Feb",NULL,NULL,"N",NULL,NULL,NULL,"65"
 "DP056","Catherine","Frances","Catherine Francis",NULL,"1703 15 Jan","33",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP057","Mary","Genders","Mary Evangelist",NULL,"1727 1 Jan","48",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP058","Dorothea","Gibson","Clare Alethea",NULL,"1781 11 Feb","66",NULL,"N",NULL,NULL,NULL,"1616"
 "DP059","Maria","Gibson","Mary Agnes of the Holy Cross",NULL,"1775/1776 24 Mar","32",NULL,"N",NULL,NULL,NULL,"1616"
 "DP060","Martha","Gould",NULL,NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "DP061","Francis","Green","Francis Clare",NULL,"1708 25 Mar","59",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP062","Mary","Hall","Mary Basil",NULL,"1745 3 Jul","75",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP063","Ann","Harrison","Ann Francis",NULL,"1763 11 Mar","52",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP064","Mary","Hastings","Mary of the Holy Ghost",NULL,"1711 9 Oct","62",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP065","Catherine","Hawarden","Catherine Joseph",NULL,"1788 27 Mar","63",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP066","Mary","Hawarden","Mary Magdalen",NULL,"1775 19 Sep","49",NULL,"N",NULL,"no bapt",NULL,"1616"
 "DP067","Ann","Hawksey","Ann Joseph",NULL,"1816","78",NULL,"N",NULL,NULL,NULL,"754"
