"uid","forename","surname","name_religion","date_birth","date_death","age_death","national_identity","conv","note","namequal","pbirth","pdeath"
 "BD050","Margaret","Mildmay","Margarite Constantia",NULL,"1728 25 Feb","70",NULL,"N",NULL,"no bapt","1366","935"
 "BD051","Mary","Paston","Mary Clementina",NULL,"1779 2 Aug",NULL,NULL,"N",NULL,"no bapt","1436","935"
 "BD052","Frances","Pecke","Francis",NULL,"1680 14 Jul","59",NULL,"N",NULL,"no bapt",NULL,"935"
 "BD054","Mary","Polehampton","Mary Cecily","1723","1746 14 Jul","39",NULL,"N",NULL,"no bapt","339","935"
 "BD055","Columba","Pounde","Columba",NULL,"1699 2 Jan",NULL,NULL,"N",NULL,"no bapt",NULL,"1413"
 "BD056","Martha","Roberts","Martha",NULL,"1755 3 May",NULL,NULL,"N",NULL,"no bapt",NULL,"935"
 "BD057","Mary","Sarsfield","Mary Teresa",NULL,"1740 5 Feb","64",NULL,"N",NULL,"no bapt",NULL,"935"
 "BD058","Mary","Segrave","Mary Frances",NULL,"1790 3 Dec","74","English","N",NULL,"no bapt","1296","935"
 "BD059","Bridgett","Sheldon","Magdalen",NULL,"1699 12 Dec","59",NULL,"N",NULL,NULL,"431","935"
 "BD060","Anna","Short","Anna Maria",NULL,"1782 10 Dec","82",NULL,"N",NULL,"no bapt","531","935"
 "BD061","Margarit","Short","Mary Agnes",NULL,"1780 19 Oct",NULL,NULL,"N",NULL,NULL,"834","935"
 "BD062","Mary","Short","Mary Ursula",NULL,"1741 30 Nov","25","English","N",NULL,"no bapt","834","935"
 "BD063","Alice","Smith","Marguerite ","1765",NULL,NULL,NULL,"N",NULL,NULL,"968",NULL
 "BD064","Mary","Smith","Mary Agatha",NULL,"1694 10 Jun","29",NULL,"N",NULL,"no bapt","944","935"
 "BD065","Mary Aloysia","Spalding","Anne Dominic",NULL,"1757 20 Jan","23","American","N",NULL,"no bapt",NULL,"935"
 "BD066","Penelope","Stanford","Marie Claire",NULL,"1709 29 Sep","29",NULL,"N",NULL,NULL,NULL,"935"
 "BD067","Elizabeth","Stowers","Mary Rose","1762",NULL,NULL,NULL,"Y",NULL,NULL,"1114",NULL
 "BD068","Anna","Thompson","Anna Maria",NULL,"1728 8 Dec","74","English","N",NULL,"no bapt",NULL,"935"
 "BD069","Anne","Thompson","Anne Lucy",NULL,"1778 26 Oct",NULL,"English","N",NULL,"no bapt","1369","935"
 "BD070","Susanna","Touchet","Susanna Christina","1655","1694 19 Nov","39",NULL,"N",NULL,"no bapt",NULL,"935"
 "BD071","Ann","Roy, van","Ann Catharine",NULL,"1833",NULL,"Flemish","N",NULL,"no bapt",NULL,"1341"
 "BD072","Mary","Ward","Mary Agatha",NULL,"1728 11 Nov",NULL,NULL,"N",NULL,"no bapt",NULL,"935"
 "BD073","Mary","Watkinson","Mary Augustine",NULL,"1763 1 Jan","47",NULL,"N",NULL,"no bapt","754","935"
 "BD074","Mary","Wilkinson","Mary Hyacinth",NULL,"1788 27 Dec",NULL,NULL,"N",NULL,"no bapt","944","935"
 "BD075","Mary","Yates","Mary Catharine",NULL,"1773 14 May",NULL,NULL,"Y",NULL,"no bapt","109","935"
 "BD076","Mary","Yeats","Maria Augustina",NULL,"1733 9 Aug","65",NULL,"N",NULL,"no bapt",NULL,"935"
 "BD077","Elizabeth","Young","Mary",NULL,"1774 11 Jan",NULL,NULL,"N",NULL,NULL,"190","935"
 "BF211","Grace","Rowe","Mary Lewes",NULL,"1815 27 Apr","73",NULL,"N",NULL,NULL,"361","1043"
 "BF210","Dorothy","Rowe","Mary Bonaventure",NULL,"1812 aft",NULL,NULL,"N",NULL,NULL,"1352","1043"
 "BF209","Elizabeth","Rouss","Elizabeth Alexius",NULL,"1688 11 Apr","33",NULL,"N",NULL,NULL,"754","967"
 "BF207","Margaret","Roper","Margarite Clare",NULL,"1719 1 Oct","63",NULL,"N",NULL,NULL,"754","967"
 "BF206","Jane","Roberts","Jane Anthony",NULL,"1649 6 Jul","55",NULL,NULL,NULL,NULL,"526","719"
 "BF204","Mary","Richards","Mary Winifrid",NULL,"1766 10 Jan","38",NULL,"N",NULL,NULL,"51","967"
 "BF203","Tomisin","Ravenscraft","Mary Francis",NULL,"1680 5 Oct","50",NULL,"N","[Tomesin]",NULL,"1692","967"
 "BF202","Beatrice","Ramires","Beatrice",NULL,NULL,NULL,NULL,"N",NULL,NULL,NULL,NULL
 "BF199","Letice","Kinsman","Clare Francis",NULL,"1650 17 Jul",NULL,NULL,NULL,NULL,NULL,"1402","719"
 "BF198","Katherine","Provost","Katharine Joseph",NULL,"1676 6 Apr","33",NULL,"N",NULL,NULL,"967","967"
 "BF197","Mary","Proger","Mary Constantia",NULL,"1819 11 Oct aft",NULL,NULL,"N",NULL,NULL,"1134","1043"
 "BF196","Jane","Prince","Francis Clare",NULL,"1692 24 Dec","49",NULL,"N","[Jonne]",NULL,NULL,"967"
 "BF195","Elizabeth","Prince","Elizabeth Frances",NULL,"1695 30 Jan","58",NULL,"N",NULL,NULL,NULL,"967"
 "BF194","Mary","Prichard","Mary Joseph",NULL,NULL,NULL,NULL,"N",NULL,NULL,"1501",NULL
 "BF193","Philippe","Powell","Winefrede Magdalen",NULL,"1629 6 Jul","23",NULL,"N",NULL,NULL,"492","935"
 "BF192","Mary","Powell","Mary of St Bonaventure",NULL,"1677 1 Jan","66",NULL,"N",NULL,NULL,"313","967"
 "BF191","Dorothe","Pounde","Dorothe Magdalen",NULL,"1644 23 Dec","31",NULL,NULL,NULL,NULL,"1369","719"
 "BF190","Dorothy","Plowden","Frances Xaveria Benedict",NULL,"1774 11 Apr","45",NULL,"N",NULL,NULL,"173","967"
 "BF189","Catharine","Plowden","Catherine Mechtilda",NULL,"1816 13 May","68",NULL,"N",NULL,NULL,"173","1043"
 "BF188","Barbara","Plowden","Idesbalda Felicitas",NULL,"1801 16 Dec","55",NULL,"N",NULL,NULL,"173","142"
 "BF187","Ann","Phillips","Ann Clare",NULL,"1776 5 Jan","53","English","Y",NULL,NULL,"376","967"
 "BF186","Anne","Petre","Mary Joseph",NULL,"1734 16 Aug","39",NULL,"N",NULL,NULL,"925","967"
 "BF185","Mary","Perkins","Mary Hierom",NULL,"1646 16 Feb","35",NULL,NULL,NULL,NULL,"1303","719"
 "BF184","Jane","Perkins","Barbara Paul",NULL,"1661 3 Oct","50",NULL,NULL,NULL,NULL,"1303","719"
 "BF183","Mary","Percy","Mary Antony",NULL,NULL,NULL,NULL,"N",NULL,NULL,"480",NULL
 "BF182","Lucy","Penruddock","Lucy Francis",NULL,"1672 16 Feb","47",NULL,"N",NULL,NULL,"754","967"
 "BF181","Dorothe","Penie","Agatha George",NULL,"1692 12 Jun","51",NULL,NULL,NULL,NULL,"1695","719"
 "BF180","Francis","Pendrill","Francis Joseph",NULL,"1754 9 Dec","38",NULL,"N",NULL,NULL,"1126","967"
 "BF178","Mary","Paston","Mary Austin",NULL,"1765 13 Apr","69","English","N","Born London/Gloucestershire?",NULL,NULL,"967"
 "BF177","Clementina","Paston","Clementina Felix",NULL,"1788 23 Oct","57",NULL,"N",NULL,NULL,"1242","967"
 "BF176","Elizabeth","Palmer","Elizabeth Thecla",NULL,"1804 20 Aug","82","English","N",NULL,NULL,"547","142"
 "BF175","Elizabeth","Nodsby","Elizabeth Didacus",NULL,"1750 28 Dec","54","English","Y",NULL,NULL,"1568","967"
 "BF174","Margaret","Naler","Margarita Gabriel",NULL,"1727 3 Aug",NULL,NULL,"N",NULL,NULL,"686","967"
 "BF173","Elizabeth","Naler","Elizabeth Mary",NULL,"1690 6 Nov","38",NULL,"N",NULL,NULL,"686","967"
 "BF172","Sarah","Mosselman","Benedict Joseph",NULL,NULL,NULL,NULL,"N",NULL,NULL,"935",NULL
 "BF171","Frances","More","Frances Delphina",NULL,"1731 16 Apr","35",NULL,NULL,NULL,NULL,"754","719"
 "BF170","Mary","Moore","Mary Francis",NULL,NULL,NULL,NULL,"N",NULL,NULL,"496",NULL
